Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes
Steam Park ,2013,5952,6.83621,6.48651,1.22428,2.1187,219,11234,2,4,4,4,67
Rise of Augustus ,2013,8154,6.73418,6.48582,1.22882,1.634,418,43440,2,6,3,4,113
Exit: The Game – The Sinister Mansion ,2018,2436,7.28472,6.48346,1.35512,2.5588,34,3075,1,3,2,2,26
Princes of the Renaissance ,2003,2302,7.32231,6.4833,1.48938,3.5083,242,3299,4,6,5,5,55
Pathfinder Adventure Card Game: Skull & Shackles – Base Set ,2014,2641,7.29559,6.4831,1.55419,2.914,93,18530,1,4,3,4,44
Colossal Arena ,1997,7221,6.76634,6.48111,1.23097,2.0203,739,15348,2,5,3,3,192
Chronicles of Crime: 1900 ,2021,1615,8.02365,6.48102,1.28092,1.7692,26,3105,1,3,2,2,22
Fairy Tale ,2004,8851,6.70856,6.48077,1.25897,1.7668,656,40801,2,5,4,4,162
Claim ,2017,4400,6.96767,6.47947,1.19121,1.701,97,27402,2,2,2,2,47
Poker ,1810,10646,6.71614,6.47945,1.89567,2.4218,697,42918,3,9,5,6,151
Kraftwagen ,2015,2553,7.23034,6.47909,1.16803,2.8276,116,6586,2,4,4,4,51
Manoeuvre ,2008,2435,7.29035,6.47811,1.39417,2.1096,292,7548,2,2,2,2,51
GIPF ,1996,3236,7.09758,6.4771,1.33092,2.7822,225,9876,2,2,2,2,37
Cleopatra and the Society of Architects ,2006,6521,6.80008,6.4769,1.17465,2.2822,645,10961,3,5,4,4,90
Vikings Gone Wild ,2017,3607,7.12666,6.47682,1.33371,2.2419,62,8025,2,4,3,3,51
Spirits of the Wild ,2018,2380,7.34926,6.47671,1.12975,1.3667,60,13485,2,2,2,2,22
Level 7 [Omega Protocol] ,2013,2123,7.43892,6.47646,1.38236,3.1818,110,2740,2,6,5,5,57
Keep the Heroes Out! ,2022,1487,8.02343,6.47637,1.4048,2.3818,55,8397,1,3,2,2,72
Council of 4 ,2015,2930,7.14512,6.47612,1.24116,2.625,96,6625,2,4,3,4,67
Dice Throne ,2018,1868,7.66906,6.47581,1.61175,2.1304,46,19203,2,4,2,2,43
Here I Stand: 500th Anniversary Edition ,2017,982,8.56582,6.47504,1.44765,4.5345,58,1175,2,6,6,6,37
Café ,2020,2444,7.31146,6.47392,1.16109,2,71,11778,1,4,2,2,55
Ponzi Scheme ,2015,2847,7.15164,6.47338,1.36893,2.4308,65,6984,3,5,4,4,38
Fleet ,2012,5174,6.85349,6.47324,1.27443,2.2408,245,18831,2,4,4,4,80
18Chesapeake ,2020,1515,7.74016,6.47284,1.27845,3.8554,83,7159,3,6,4,4,49
Castle Panic ,2009,15827,6.64738,6.47185,1.30695,1.6532,718,43709,1,6,4,4,178
Mythos Tales ,2016,2310,7.36098,6.47173,1.38501,2.122,41,6841,1,5,2,3,36
Lockup: A Roll Player Tale ,2019,2167,7.37689,6.47153,1.21333,2.4,50,5575,1,5,3,4,68
Agra ,2017,2376,7.30761,6.46896,1.44913,4.3485,264,5067,2,4,4,4,76
Odin's Ravens (Second Edition) ,2016,3842,7.00787,6.46884,1.14583,1.2,100,12852,2,2,2,2,33
Aeon's End: Outcasts ,2020,957,8.56791,6.46826,1.28704,3,17,4085,1,4,2,2,19
Hamburgum ,2007,3232,7.05106,6.46821,1.19139,3.0747,375,5256,2,5,4,4,64
Dungeon Fighter ,2011,6646,6.81046,6.46783,1.46545,1.7581,277,15902,2,6,3,4,86
New York 1901 ,2015,6207,6.80006,6.46736,1.18034,2.0476,210,13263,2,4,4,4,75
Paris ,2020,2477,7.26858,6.4668,1.25182,2.7778,81,5518,2,4,4,4,58
Genotype: A Mendelian Genetics Game ,2021,1889,7.51941,6.4666,1.09086,2.7969,64,5176,1,5,3,4,44
Atiwa ,2022,1794,7.56969,6.46625,1.0997,2.7222,90,6711,1,4,3,3,54
Blokus Duo ,2005,5643,6.82475,6.46584,1.21302,1.6876,445,26436,2,2,2,2,61
Fief: France 1429 ,2015,2246,7.43197,6.46552,1.69148,3.8176,159,3048,4,6,5,6,78
Strasbourg ,2011,2700,7.15798,6.46448,1.17674,2.733,191,5563,3,5,5,5,63
A Touch of Evil: The Supernatural Game ,2008,4631,6.97754,6.46391,1.52785,2.5634,355,9196,1,6,4,4,121
1862: Railway Mania in the Eastern Counties ,2013,1075,8.24274,6.46356,1.4004,4.6304,92,4946,1,6,4,4,53
Peloponnes ,2009,2881,7.10485,6.46173,1.2529,2.3807,218,10779,1,5,3,4,69
Thunderbolt Apache Leader ,2012,1316,8.02263,6.46168,1.39942,3.2222,126,3541,1,1,1,1,46
Medieval Academy ,2014,3942,6.94089,6.46133,1.16614,1.811,127,11087,3,5,4,5,62
Folklore: The Affliction ,2017,2026,7.7084,6.46077,1.65035,3.6835,79,5474,1,5,4,4,44
Maximum Apocalypse ,2018,2150,7.52965,6.46016,1.35453,2.1194,67,7735,1,5,4,4,60
Duelosaur Island ,2018,3294,7.06397,6.46007,1.29555,2.3492,63,7627,1,2,2,2,49
Carcassonne: South Seas ,2013,3394,7.05679,6.45995,1.18959,1.8844,147,12481,2,4,2,3,50
Exit: The Game – The Sunken Treasure ,2017,3292,7.05605,6.45974,1.28964,1.8571,56,4071,1,4,2,2,36
The Initiative ,2021,1795,7.61972,6.45924,1.37224,1.9787,47,16272,2,4,2,2,52
Werewords Deluxe Edition ,2018,1771,7.54659,6.45889,1.29983,1.3077,26,18624,4,12,6,6,15
It's a Wonderful Kingdom ,2021,2277,7.34095,6.45846,1.29151,2.6406,64,8764,1,2,2,2,45
Escape Room: The Game ,2016,4048,6.9376,6.45842,1.40372,2.2407,54,10756,1,4,3,3,66
Hacienda ,2005,4178,6.92393,6.45826,1.21942,2.6302,484,27831,2,5,4,4,79
Castles of Mad King Ludwig: Collector's Edition ,2022,1016,8.39684,6.45826,1.1263,2.5714,14,3403,1,4,3,3,9
Arkadia ,2006,4286,6.90804,6.4579,1.16923,2.5714,504,10511,2,4,3,3,93
Pictures ,2019,2528,7.21299,6.45762,1.311,1.0172,58,9662,3,5,4,5,38
Santiago de Cuba ,2011,4538,6.88957,6.45589,1.1515,2.1544,272,12554,2,4,2,2,142
Castell ,2018,1918,7.4266,6.45557,1.23405,3.2195,82,4499,2,4,3,3,46
Street Masters ,2018,1329,7.9962,6.45525,1.50826,2.8367,49,9259,1,3,1,2,72
The Golden Ages ,2014,2348,7.26487,6.4551,1.17585,2.8984,128,5481,2,4,4,4,51
Ninjato ,2011,2706,7.16422,6.45501,1.27281,2.7619,189,6089,2,4,4,4,53
Copenhagen ,2019,3673,6.98963,6.45483,1.15924,1.6849,73,18264,2,4,4,4,29
Royals ,2014,2669,7.17253,6.45441,1.19712,2.2136,103,6401,2,5,4,5,45
Betrayal at Baldur's Gate ,2017,3838,7.09566,6.45382,1.44345,2.5645,62,6861,3,6,5,5,39
Brew ,2021,3108,7.13517,6.4537,1.23283,2.322,59,6961,2,4,3,3,56
Tussie Mussie ,2019,4003,6.94936,6.4532,1.23063,1.1293,116,21462,1,4,2,2,93
Super-Skill Pinball: 4-Cade ,2020,2828,7.13763,6.4528,1.30579,2.2381,42,13317,1,4,1,1,67
Rattus ,2010,6000,6.78176,6.45275,1.18844,2.0576,330,18836,3,4,4,4,118
Thunderbirds ,2015,1932,7.55243,6.45238,1.33844,2.4872,78,6425,1,4,3,3,29
Agropolis ,2021,1940,7.41683,6.45228,1.12029,1.7708,48,12801,1,2,1,1,40
Sentient ,2017,2529,7.20086,6.45168,1.2106,2.2093,43,7273,2,4,3,3,42
Skulls of Sedlec ,2020,1956,7.43161,6.45154,1.03134,1.2895,38,16771,1,3,2,2,41
BattleTech ,1985,3564,7.09108,6.4514,1.60519,3.4133,375,6296,2,6,2,2,50
Dead Man's Draw: Captain Carcass ,2015,5431,6.85005,6.45099,1.28259,1.3299,197,39043,2,4,4,4,105
Dead Man's Draw: Captain Carcass ,2015,5431,6.85005,6.45099,1.28259,1.3299,197,39043,2,4,4,4,105
A Game of Thrones: The Card Game ,2008,6221,6.81723,6.45052,1.61965,3.2545,393,23030,2,4,2,2,117
Java ,2000,3440,7.01055,6.44928,1.3016,3.3856,376,3575,2,4,3,3,61
The Fox in the Forest Duet ,2020,3069,7.0804,6.44916,1.22316,1.7164,67,9362,2,2,2,2,31
Smash Up: It's Your Fault! ,2016,1958,7.49372,6.44854,1.33184,2.0455,22,1025,2,2,3,,7
The Magic Labyrinth ,2009,5876,6.81945,6.44854,1.2104,1.2206,204,23264,2,4,3,4,56
Dungeon Twister ,2004,5995,6.80764,6.44836,1.5161,2.8867,697,9887,2,2,2,2,64
Ultimate Werewolf: Ultimate Edition ,2008,4031,6.97982,6.44826,1.75187,1.4845,161,20334,8,25,11,16,46
Zombie Teenz Evolution ,2020,1538,7.72063,6.4479,1.28846,1.4483,29,20504,2,4,3,4,23
Rise of Tribes ,2018,2966,7.14409,6.44751,1.28859,2.177,113,7716,2,4,3,4,59
Challengers! ,2022,2884,7.14663,6.44736,1.64824,1.789,109,20440,2,2,4,4,97
Elfenland ,1998,8794,6.68376,6.44723,1.25335,2.1547,711,15351,3,6,4,4,111
Pagan: Fate of Roanoke ,2022,1201,8.1083,6.44714,1.27881,3,58,4245,2,2,2,2,25
Maglev Metro ,2021,2294,7.27682,6.44682,1.24513,2.7778,54,6609,2,4,3,3,51
Back to the Future: Back in Time ,2020,2550,7.26685,6.44675,1.27066,2.381,63,5669,1,4,2,2,48
Mission: Red Planet ,2005,4229,6.88585,6.44635,1.25283,2.3178,365,7714,3,5,4,5,57
The Werewolves of Miller's Hollow ,2001,11380,6.69394,6.44585,1.68835,1.3126,659,39275,8,18,11,15,119
Ulm ,2016,3264,7.02375,6.44515,1.1639,2.6961,102,9241,2,4,3,3,69
Dale of Merchants 2 ,2016,2285,7.30489,6.44508,1.26014,2.0588,51,3380,2,4,2,3,31
Carcassonne: Winter Edition ,2012,1879,7.49429,6.44442,1.28876,1.8108,74,6459,2,5,2,2,31
The Thing: The Boardgame ,2022,1709,7.7056,6.44433,1.49999,2.9559,68,4338,5,8,7,8,76
Hostage Negotiator ,2015,5630,6.81324,6.44352,1.40492,2.0158,190,34660,1,1,1,1,86
Viceroy ,2014,5546,6.79532,6.44306,1.29072,2.6404,228,13234,2,4,3,3,95
Ubongo ,2003,9111,6.6884,6.44275,1.30198,1.5089,503,30796,2,4,4,4,94
"The Hunters: German U-Boats at War, 1939-43 ",2013,1725,7.72743,6.44258,1.4592,2.5429,175,4864,1,1,1,1,61
Cahoots ,2018,2722,7.14319,6.44231,1.08612,1.1,70,44611,1,4,2,2,54
Liberty or Death: The American Insurrection ,2016,1462,7.79038,6.44118,1.39837,4.084,131,2521,1,4,4,4,54
Coloma ,2019,2032,7.36425,6.44097,1.19559,2.961,77,4397,1,6,4,4,53
Keythedral ,2002,3007,7.04734,6.44052,1.21498,2.852,392,4788,2,5,4,4,52
Sherlock Holmes Consulting Detective: The Baker Street Irregulars ,2020,1046,8.32946,6.43977,1.31195,2.2222,18,2841,1,3,2,2,23
Qwinto ,2015,3348,7.0029,6.43928,1.0857,1.3258,89,34661,2,5,3,4,37
Ghost Blitz ,2010,8859,6.71075,6.43908,1.34311,1.145,338,32679,2,7,4,5,84
Timeline: Inventions ,2010,8192,6.69502,6.43854,1.17732,1.0979,337,32606,2,8,4,4,77
Bad Company ,2021,2078,7.35986,6.43811,1.1657,1.9149,47,6835,1,6,3,4,50
Medina ,2001,3167,7.0192,6.43746,1.26227,2.7818,275,4754,3,4,4,4,48
Legacy of Yu ,2023,1046,8.298,6.43737,1.11325,2.8448,58,7977,1,1,1,1,31
Hellboy: The Board Game ,2019,1824,7.80854,6.43725,1.41379,2.9385,65,4507,1,4,4,4,37
Guildhall ,2012,4115,6.89271,6.43725,1.24474,2.0673,223,16142,2,4,2,2,86
Trains: Rising Sun ,2014,1851,7.43123,6.43638,1.24409,2.4355,62,3898,2,4,4,4,16
Merchant of Venus ,1988,2750,7.14285,6.43575,1.52212,2.8357,280,5875,2,5,3,4,83
Axis & Allies: Europe 1940 ,2010,2181,7.56582,6.4355,1.64999,3.5035,141,2152,2,5,4,4,85
Carnival of Monsters ,2019,2476,7.26509,6.43549,1.27306,2.1385,65,11058,3,5,4,4,57
Rialto ,2013,3997,6.89752,6.43475,1.17455,2.5522,268,8492,2,5,4,4,89
Planet Steam ,2008,2866,7.1052,6.43475,1.44165,3.7565,230,4520,2,5,4,4,70
Evo ,2001,4464,6.86739,6.43411,1.19896,2.343,446,6457,3,5,4,5,48
Liberté ,1998,2702,7.11741,6.43299,1.36305,3.3033,300,4361,3,6,4,4,74
Cartagena ,2000,7850,6.68472,6.43092,1.19294,1.6032,761,28855,2,5,3,3,115
One Deck Dungeon: Forest of Shadows ,2017,2964,7.12289,6.43059,1.28798,2.3333,54,7237,1,2,1,1,49
Saboteur ,2004,31100,6.55026,6.43055,1.29809,1.3202,1552,84921,5,10,7,8,365
The Captain Is Dead ,2014,3168,7.08476,6.43012,1.35158,2.375,88,8529,3,7,4,5,43
UBOOT: The Board Game ,2019,1995,7.62058,6.42998,1.79659,4.1338,142,3457,1,4,4,4,81
TransAmerica ,2001,8137,6.67943,6.4279,1.31544,1.3473,835,39145,3,6,4,6,138
Evergreen ,2022,1732,7.51198,6.42714,1.10571,2.087,46,7662,1,4,2,2,41
Sylvion ,2015,3025,7.06686,6.42665,1.27232,2.055,109,12332,1,2,1,1,63
Stardew Valley: The Board Game ,2021,2438,7.37334,6.42629,1.55458,2.7143,77,5849,1,3,2,2,73
Dark Moon ,2011,3379,6.98948,6.42612,1.39767,2.3828,128,8790,4,7,5,5,63
Habitats ,2016,1878,7.38188,6.42591,1.16325,2.1667,36,11788,2,5,3,3,40
Fearsome Floors ,2003,8160,6.67499,6.42582,1.23072,1.8185,672,22730,2,7,5,5,136
SHŌBU ,2019,1727,7.53393,6.42443,1.23898,1.8571,42,7357,2,2,2,2,17
New Angeles ,2016,3107,7.07197,6.42359,1.63879,3.2292,96,3920,4,6,6,6,82
Wild Space ,2020,2345,7.22036,6.42351,1.10524,2.0685,73,13034,1,4,2,3,72
Riftforce ,2021,2108,7.34295,6.4229,1.22513,2.1379,58,8106,2,2,2,2,28
Rallyman ,2009,2495,7.19522,6.42158,1.40152,2.1619,210,10016,1,4,3,4,70
Imhotep: The Duel ,2018,2772,7.0923,6.42117,1.11875,1.9649,57,9385,2,2,2,2,20
Similo ,2019,4715,6.82499,6.42066,1.2345,1.04,100,78182,2,6,3,4,66
Pavlov's House ,2018,1305,7.9338,6.42062,1.18697,2.7324,71,3662,1,2,1,1,44
Catacombs ,2010,2953,7.06242,6.42047,1.36818,1.9565,207,6187,2,5,2,2,73
Floriferous ,2021,1686,7.53036,6.42024,1.06652,1.6571,35,9166,1,4,3,3,24
V-Sabotage ,2016,1647,7.73376,6.41997,1.37635,2.6923,65,5257,1,4,1,1,61
Encyclopedia ,2022,1829,7.50304,6.41949,1.34417,3.0515,97,5230,1,4,3,3,63
Deep Madness ,2018,1910,7.8544,6.4193,1.72864,3.425,80,3609,1,6,3,3,44
Fog of Love ,2017,7451,6.70981,6.41879,1.66225,2.2362,127,10792,2,2,2,2,75
Hoplomachus: Victorum ,2023,937,8.59965,6.41622,1.35825,3.4912,57,5389,1,1,1,1,34
KeyForge: Age of Ascension ,2019,2435,7.23542,6.41553,1.54401,2.7105,38,11216,2,2,2,2,13
Mariposas ,2020,4635,6.83493,6.41529,1.32291,2.1799,139,11374,2,5,3,4,75
The Castles of Burgundy: The Dice Game ,2017,3907,6.88959,6.41516,1.268,1.8919,74,27861,1,5,1,2,53
Mini Rogue ,2021,1717,7.62157,6.41494,1.24083,2.0192,52,7706,1,2,1,1,50
Lands of Galzyr ,2022,1128,8.2421,6.41382,1.43312,1.56,50,3981,1,3,2,2,63
Fire & Axe: A Viking Saga ,2004,3163,6.99787,6.4136,1.343,2.6719,317,5363,3,5,4,5,65
Gutenberg ,2021,1878,7.39577,6.41324,1.13443,2.6988,83,4535,2,4,3,3,38
Roll Camera!: The Filmmaking Board Game ,2021,1672,7.5632,6.41268,1.23858,2.2321,56,4358,1,4,3,3,49
Heroes of Normandie ,2014,2116,7.45215,6.41193,1.51484,2.7483,143,4546,2,2,2,2,28
Unlock!: Mythic Adventures ,2020,1349,7.72888,6.41114,1.23908,2.1429,14,4998,1,4,2,2,12
Warsaw: City of Ruins ,2016,2002,7.32337,6.41112,1.10627,2.2321,56,6161,2,4,4,4,39
Vagrantsong ,2022,1555,7.68063,6.41112,1.43123,3.2273,66,6048,1,3,2,2,46
Wings of War: Famous Aces ,2004,4725,6.85692,6.41107,1.35764,1.7356,522,9313,2,4,4,4,44
Starship Catan ,2001,4463,6.84063,6.4106,1.32824,2.4634,382,6693,2,2,2,2,34
Edge of Darkness ,2019,1750,7.50691,6.41012,1.56477,3.4333,90,5088,1,4,3,3,81
Keyper ,2017,2061,7.26914,6.41001,1.287,3.5645,62,4710,2,4,3,3,53
Perseverance: Castaway Chronicles – Episodes 1 & 2 ,2022,1411,7.80278,6.40997,1.52135,4.2692,104,4745,1,4,3,3,44
Star Wars: Unlock! ,2020,2639,7.08168,6.40915,1.27871,1.8182,33,9032,1,3,2,2,24
Battle Line: Medieval ,2017,1479,7.65586,6.40914,1.14024,1.8857,35,6986,2,2,2,2,15
Star Trek: Catan ,2012,3629,6.98765,6.40829,1.37392,2.3485,132,4756,3,4,4,4,21
Eat Poop You Cat ,0,1681,7.46725,6.40798,1.76506,1.1102,118,5946,5,13,7,7,51
Yukon Airways ,2019,1954,7.34557,6.40788,1.06847,2.7708,96,5151,1,4,3,3,50
Museum ,2019,2523,7.19053,6.40709,1.47015,2.5517,58,7112,2,4,4,4,47
Calimala ,2017,2236,7.19982,6.40672,1.21497,2.7857,70,5935,3,5,4,4,57
Unearth ,2017,4915,6.84924,6.40671,1.32044,1.9515,103,12894,2,4,3,3,62
Kahuna ,1998,9544,6.61223,6.4062,1.26561,2.0524,572,20028,2,2,2,2,61
Conflict of Heroes: Storms of Steel! – Kursk 1943 ,2009,1479,7.69316,6.40616,1.50775,3.0949,158,2997,1,4,2,2,31
Mystery Rummy: Jack the Ripper ,1998,3485,6.94878,6.4051,1.32258,1.7483,298,14848,2,4,2,2,77
The Starfarers of Catan ,1999,5284,6.802,6.40436,1.44445,2.5799,438,5643,3,4,4,4,45
CloudAge ,2020,2133,7.26943,6.40377,1.24417,2.8229,96,7325,1,4,3,3,70
Titan ,1980,3987,6.9638,6.40334,1.78205,3.4603,428,6995,2,6,2,2,128
The Little Prince: Make Me a Planet ,2013,3770,6.89846,6.40312,1.21122,1.5763,177,14500,2,5,2,2,71
Strike ,2012,3590,6.93058,6.40309,1.48855,1.0315,127,73787,2,5,4,4,58
Walking in Burano ,2018,2631,7.11933,6.40219,1.10279,2.0278,72,8960,1,4,3,3,50
Exit: The Game – The Forgotten Island ,2017,3505,6.92178,6.40158,1.42005,2.6364,44,4290,1,3,2,2,42
Fireball Island: The Curse of Vul-Kar ,2018,5868,6.7827,6.40142,1.47682,1.4646,99,15958,2,4,4,4,65
Porta Nigra ,2015,2281,7.17532,6.40139,1.18123,2.9906,106,4705,2,4,3,3,44
Mykerinos ,2006,3955,6.84408,6.40008,1.15683,2.5607,519,8268,2,4,4,4,80
Welcome to the Dungeon ,2013,13867,6.54904,6.39977,1.21528,1.2327,361,38438,2,4,3,3,179
Spot it! ,2009,17533,6.56898,6.39921,1.42526,1.0316,632,139122,2,7,4,5,150
Advanced Squad Leader: Starter Kit #2 ,2005,1250,7.97318,6.39906,1.60937,3.8056,180,1888,1,2,2,2,16
Tournay ,2011,3190,6.96987,6.39904,1.24696,2.9057,212,8352,2,4,2,2,76
Room 25 ,2013,6653,6.70942,6.39873,1.32078,1.9305,259,16627,3,6,4,6,97
Doom: The Boardgame ,2004,5196,6.85329,6.39844,1.48914,2.9104,614,6476,2,4,4,4,94
Manhattan ,1994,5617,6.7301,6.39839,1.20797,1.9231,403,11230,3,4,4,4,86
Villages of Valeria ,2017,3104,6.995,6.39794,1.157,2.3214,84,10432,1,4,3,3,48
Beast ,2023,1690,7.6954,6.39785,1.51249,2.9041,73,3752,2,4,3,3,59
Guillotine ,1998,20974,6.53752,6.39752,1.30201,1.2672,1516,64390,2,5,4,4,228
Gloom of Kilforth: A Fantasy Quest Game ,2017,1891,7.53249,6.39741,1.62608,3.1383,94,4648,1,2,1,1,90
Kingdom Rush: Rift in Time ,2020,2043,7.38842,6.39728,1.45065,2.9747,79,9052,1,3,1,2,89
The Staufer Dynasty ,2014,2334,7.15293,6.39715,1.15992,2.9748,119,5279,2,5,4,4,58
Naga Raja ,2019,2404,7.15576,6.39688,1.20684,2.0152,66,6810,2,2,2,2,20
Undaunted: Stalingrad ,2022,883,8.75201,6.39598,1.34213,2.5172,29,4863,2,2,2,2,14
Cosmic Encounter ,1977,3955,6.92181,6.39582,1.83347,2.3706,429,4896,4,6,4,5,66
La Cosa Nostra ,2014,1585,7.61513,6.39516,1.3225,2.625,64,2664,3,5,4,4,52
Paper Dungeons: A Dungeon Scrawler Game ,2020,2357,7.20454,6.394,1.13429,2.1207,58,10800,1,6,3,3,52
Say Anything ,2008,6144,6.7118,6.39395,1.34946,1.0909,264,15098,4,8,6,8,56
XenoShyft: Onslaught ,2015,3751,6.9126,6.39394,1.39787,2.6404,114,8715,1,3,2,2,72
Heroes of Terrinoth ,2018,2247,7.28913,6.39374,1.28106,2.4783,69,6088,1,4,4,4,62
Turn the Tide ,1997,4705,6.7807,6.39368,1.23411,1.5253,396,13909,3,5,4,5,96
Exit: The Game – The Mysterious Museum ,2018,2376,7.13769,6.39323,1.31461,2.1316,38,3142,1,3,2,2,32
Aftermath ,2019,1663,7.58602,6.39322,1.4812,2.8462,65,6411,1,4,2,2,57
Mega Civilization ,2015,1055,8.20639,6.39302,1.66843,3.6867,83,1860,5,18,7,7,48
Agricola: Family Edition ,2016,2822,7.06833,6.39276,1.23379,2.3947,76,6803,1,4,3,3,54
Murano ,2014,2205,7.18325,6.39271,1.14648,2.7281,114,5836,2,4,4,4,58
Ticket to Ride: Germany ,2017,1585,7.5994,6.39238,1.1693,1.6944,36,5388,2,5,4,4,18
Trails ,2021,2738,7.0953,6.3918,1.1835,1.8095,63,7001,2,4,2,2,36
Unlock!: Escape Adventures – The Formula ,2017,2826,7.00215,6.3909,1.2676,2.3235,34,3746,1,4,2,3,34
Asara ,2010,2848,7.00812,6.38949,1.11001,2.3469,196,6227,2,4,4,4,61
Barony ,2015,2716,7.07637,6.38817,1.32897,2.2672,116,6112,2,4,4,4,82
Stronghold: 2nd edition ,2015,1692,7.46164,6.38802,1.32592,3.7313,67,2409,2,2,2,2,27
Merkator ,2010,2686,7.03349,6.38789,1.27734,2.956,182,7052,1,4,2,2,71
Tempel des Schreckens ,2016,2314,7.17134,6.38777,1.37251,1.1525,59,17814,4,10,6,7,60
Food Chain Island ,2020,2124,7.25722,6.38776,1.07528,1.3382,68,19735,1,1,1,1,27
Timeline: Events ,2011,4864,6.77311,6.38696,1.17273,1.0909,143,18318,2,8,4,4,29
Resist! ,2022,1413,7.6992,6.38653,1.22099,2.1698,53,6431,1,1,1,1,34
Trekking the World ,2020,2593,7.11538,6.38636,1.27235,1.9104,67,8625,2,5,4,4,29
Pickomino ,2005,10699,6.579,6.38542,1.27222,1.1525,787,81777,2,6,3,4,182
NEOM ,2018,1983,7.28974,6.38445,1.17205,2.5672,67,8225,1,5,4,5,59
Chronicles of Avel ,2021,1555,7.69085,6.3843,1.2854,1.9464,56,5530,1,4,3,4,45
Escape the Dark Castle ,2017,3287,7.41468,6.38408,1.77582,1.2,115,8441,1,4,3,4,63
Infinity Gauntlet: A Love Letter Game ,2020,2888,7.01403,6.38358,1.22975,1.1875,48,16093,3,6,4,5,45
Machina Arcana (Second/Third Edition) ,2019,1245,8.00086,6.38335,1.3703,3.6923,52,3471,1,3,1,2,42
Exit: The Game – The Polar Station ,2017,3588,6.86862,6.38241,1.49125,2.6981,53,4140,1,4,2,2,36
The Quest for El Dorado: The Golden Temples ,2019,1365,7.68674,6.38223,1.10124,1.8889,27,3168,2,4,2,2,24
Medina (Second Edition) ,2014,2053,7.21917,6.38174,1.2554,2.3582,67,4848,2,4,4,4,36
Wyatt Earp ,2001,4057,6.83639,6.38151,1.26342,1.841,371,12250,2,4,3,3,100
Kitchen Rush (Revised Edition) ,2019,1559,7.52989,6.381,1.19779,2.14,50,10201,2,4,4,4,40
Pioneer Days ,2017,2024,7.25347,6.37991,1.18078,2.5224,67,5534,2,4,2,3,44
Expedition to Newdale ,2019,1694,7.42082,6.37969,1.15165,3,59,8510,1,4,3,3,38
Solenia ,2018,2668,7.05321,6.37871,1.15528,2.1566,83,7938,1,4,3,3,47
Lost Cities: The Board Game ,2008,4486,6.79088,6.37829,1.2928,1.7228,202,12112,2,4,3,4,39
Warrior Knights ,2006,4019,6.8682,6.37827,1.49726,3.5094,532,4133,3,6,4,4,86
The Artemis Project ,2019,2053,7.25642,6.3777,1.22465,2.8289,76,4719,1,5,3,4,61
Ishtar: Gardens of Babylon ,2019,2937,7.01612,6.37657,1.14953,2.25,84,7199,2,4,3,3,56
Sherlock Holmes Consulting Detective: Carlton House & Queen's Park ,2017,1229,7.83552,6.37645,1.41431,2.2632,19,2883,1,5,2,2,15
Dice City ,2015,5170,6.73121,6.37492,1.20884,2.0275,109,15073,1,3,2,2,57
Quoridor ,1997,7948,6.65663,6.37491,1.40148,1.8423,444,33416,2,2,2,2,148
Super Mega Lucky Box ,2021,2170,7.18184,6.37475,1.17899,1.225,40,17098,1,6,4,6,22
Escape Tales: The Awakening ,2018,2605,7.05657,6.37471,1.517,2.1765,51,5255,1,3,2,2,48
Scarface 1920 ,2023,1259,8.06955,6.37469,1.74264,3.7477,107,2518,1,4,3,3,80
Gravwell: Escape from the 9th Dimension ,2013,3603,6.87428,6.37393,1.30915,1.7311,119,11331,2,4,3,4,57
Balloon Cup ,2003,6001,6.67369,6.37169,1.26253,1.4587,654,26009,2,2,2,2,73
Antike II ,2014,1577,7.47154,6.3714,1.22046,2.8554,83,2599,4,6,5,5,37
Aton ,2005,3511,6.86386,6.37139,1.25673,2.1118,340,11590,2,2,2,2,49
Vampire: The Eternal Struggle ,1994,2409,7.24634,6.36956,1.8193,3.3937,221,10488,4,5,5,5,69
Blue Moon ,2004,5736,6.69331,6.36871,1.50554,2.1711,596,25826,2,2,2,2,76
Mascarade ,2013,10464,6.57774,6.36822,1.41366,1.5275,400,29871,4,11,6,8,133
Backgammon ,1635,13568,6.56035,6.36801,1.63012,2.0144,975,122515,2,2,2,2,162
Ca$h 'n Gun$ ,2005,10110,6.55636,6.36801,1.37048,1.2738,756,31468,4,6,6,6,134
Star Wars: Epic Duels ,2002,3292,7.01508,6.368,1.51624,1.7789,285,8886,2,2,2,2,55
Rum & Bones: Second Tide ,2017,1500,7.60389,6.36787,1.38951,2.8182,33,2456,2,2,2,2,32
Sabika ,2022,1208,7.88144,6.36684,1.25085,3.9294,85,3613,1,4,3,3,51
Rune Age ,2011,4415,6.81007,6.36665,1.36554,2.2897,252,14826,1,4,4,4,81
Nanty Narking ,2019,1621,7.49032,6.36618,1.3577,2.3125,48,4150,2,4,4,4,35
Northgard: Uncharted Lands ,2022,1518,7.75499,6.36589,1.44793,2.7246,69,3481,2,5,3,4,49
Viral ,2017,3060,6.94907,6.36577,1.24497,2.5536,56,5492,3,5,4,4,51
Amyitis ,2007,3111,6.9104,6.36535,1.28622,3.2153,367,5977,2,4,3,3,78
