Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Category_1,RankCat_1,ScoreCat_1,Category_2,RankCat_2,ScoreCat_2,AmazonPrice
Dead Reckoning ,https://boardgamegeek.com/boardgame/276182/dead-reckoning,458,2022,2700,8.21342,6.99577,1.33798,3.3942,137,9459,4,1,4,3,3,103,90,150,"Area Majority / Influence
Area Movement
Deck, Bag, and Pool Building
Layering
Modular Board
",Strategy ,227,7.19988,,,,Unknown
Millennium Blades ,https://boardgamegeek.com/boardgame/151347/millennium-blades,459,2016,4945,7.66857,6.99413,1.5816,3.6541,133,8958,9,2,5,3,4,103,80,120,"Commodity Speculation
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Real-Time
Set Collection
",Thematic,82,7.22027,,,,$79.99 
Kingsburg ,https://boardgamegeek.com/boardgame/27162/kingsburg,460,2007,19574,7.17549,6.99178,1.23026,2.4222,1246,56330,7,2,5,4,4,309,90,90,"Dice Rolling
Tech Trees / Tech Tracks
Worker Placement with Dice Workers
",Strategy ,338,7.01996,Family ,109,7.02856,Unknown
Boonlake ,https://boardgamegeek.com/boardgame/343905/boonlake,461,2021,4585,7.6727,6.99115,1.24118,3.7885,227,13436,4,1,4,3,3,155,80,160,"End Game Bonuses
Follow
Hexagon Grid
Income
Map Addition
Multi-Use Cards
",Strategy ,263,7.13724,,,,$66.86 
Honey Buzz ,https://boardgamegeek.com/boardgame/284742/honey-buzz,462,2020,5444,7.59776,6.98863,1.19431,2.7532,154,15764,3,1,4,3,3,91,45,90,"Action Retrieval
Contracts
Grid Movement
Hexagon Grid
Memory
Open Drafting
",Strategy ,302,7.08189,Family ,80,7.12984,Unknown
Imperial Settlers: Empires of the North ,https://boardgamegeek.com/boardgame/270844/imperial-settlers-empires-north,463,2019,7108,7.44565,6.98213,1.33896,2.7935,184,25394,3,1,3,2,2,171,45,90,"Hand Management
Take That
Variable Player Powers
Worker Placement
",Strategy ,310,7.06942,,,,$35.95 
IKI ,https://boardgamegeek.com/boardgame/177478/iki,464,2015,4661,7.66514,6.98299,1.19055,3.0422,237,12005,4,2,4,4,4,140,60,90,"Open Drafting
Ownership
Rondel
Set Collection
Track Movement
Turn Order: Stat-Based
",Strategy ,280,7.11909,,,,$54.95 
Heroscape Master Set: Rise of the Valkyrie ,https://boardgamegeek.com/boardgame/11170/heroscape-master-set-rise-valkyrie,465,2004,8227,7.4454,6.98104,1.56059,2.296,865,28887,3,2,4,2,2,110,90,90,"Dice Rolling
Grid Movement
Hexagon Grid
Line of Sight
Modular Board
Three Dimensional Movement
",Customizable,27,7.15562,Thematic,115,7.10097,Unknown
Glen More ,https://boardgamegeek.com/boardgame/66362/glen-more,466,2010,9234,7.30154,6.98068,1.15671,2.6655,580,31844,5,2,5,4,4,201,45,70,"Commodity Speculation
Dice Rolling
Set Collection
Tile Placement
Track Movement
Turn Order: Time Track
",Strategy ,315,7.06029,,,,Unknown
Mandala ,https://boardgamegeek.com/boardgame/264241/mandala,467,2019,5520,7.53827,6.981,1.13556,1.8034,117,30722,4,2,2,2,2,44,20,20,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
",Abstract ,9,7.33849,Family ,84,7.12013,$27.05 
Pandemic: Reign of Cthulhu ,https://boardgamegeek.com/boardgame/192153/pandemic-reign-cthulhu,468,2016,10105,7.36509,6.98047,1.2472,2.1598,194,24030,2,1,4,4,4,120,40,40,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Trading
",Thematic,127,7.06764,Strategy ,358,6.988,$39.99 
Pipeline ,https://boardgamegeek.com/boardgame/256730/pipeline,469,2019,4869,7.6193,6.97987,1.43163,3.916,250,13822,6,2,4,3,3,132,60,120,"Action Drafting
Commodity Speculation
Contracts
End Game Bonuses
Market
Network and Route Building
",Strategy ,285,7.10951,,,,Unknown
Black Orchestra ,https://boardgamegeek.com/boardgame/156858/black-orchestra,470,2016,6284,7.50881,6.98039,1.28261,2.4231,182,14591,2,1,5,3,3,131,90,90,"Action Points
Cooperative Game
Dice Rolling
Die Icon Resolution
Hand Management
Pick-up and Deliver
",Thematic,104,7.15873,,,,$60.00 
PitchCar ,https://boardgamegeek.com/boardgame/150/pitchcar,471,1995,10859,7.26473,6.97967,1.34756,1.1261,666,54011,5,2,8,6,6,120,30,30,"Flicking
Modular Board
Race
",Party ,23,7.11216,Family ,103,7.05486,Unknown
Lancaster ,https://boardgamegeek.com/boardgame/96913/lancaster,472,2011,7403,7.39443,6.97957,1.18977,3,459,14959,5,3,5,4,4,223,60,60,"Area Majority / Influence
Auction/Bidding
Voting
Worker Placement
Worker Placement, Different Worker Types
",Strategy ,303,7.08146,,,,Unknown
Lord of the Rings: The Confrontation ,https://boardgamegeek.com/boardgame/18833/lord-rings-confrontation,473,2005,6313,7.48377,6.97985,1.33943,2.1957,470,20715,3,2,2,2,2,82,30,30,"Area Movement
Card Play Conflict Resolution
Hand Management
Secret Unit Deployment
Simultaneous Action Selection
Variable Player Powers
",Strategy ,304,7.07938,,,,Unknown
A Few Acres of Snow ,https://boardgamegeek.com/boardgame/79828/few-acres-snow,474,2011,7915,7.37513,6.97643,1.48999,3.0311,578,22080,12,2,2,2,2,96,60,90,"Area Majority / Influence
Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Point to Point Movement
",War ,85,7.22135,Strategy ,318,7.05758,Unknown
Cartographers Heroes ,https://boardgamegeek.com/boardgame/315767/cartographers-heroes,475,2021,3929,7.78347,6.97573,1.10981,2.0139,72,15833,0,1,10,3,4,54,30,45,"Bingo
Grid Coverage
Line Drawing
Paper-and-Pencil
Simultaneous Action Selection
Solo / Solitaire Game
",Strategy ,286,7.10464,Family ,70,7.15565,$24.95 
Descent: Legends of the Dark ,https://boardgamegeek.com/boardgame/322708/descent-legends-dark,476,2021,4321,7.95556,6.97602,2.01555,2.7164,134,19612,3,1,4,4,4,130,120,180,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Movement Points
Role Playing
",Thematic,73,7.25437,,,,$114.85 
Quadropolis ,https://boardgamegeek.com/boardgame/176396/quadropolis,477,2016,12836,7.23131,6.9729,1.09935,2.2,265,39771,7,2,4,4,4,156,30,60,"Hand Management
Pattern Building
Set Collection
Tile Placement
Worker Placement
Worker Placement, Different Worker Types
",Family ,106,7.03671,,,,$74.99 
Commands & Colors: Napoleonics ,https://boardgamegeek.com/boardgame/62222/commands-colors-napoleonics,478,2010,3136,8.02989,6.97282,1.4044,2.7417,271,14305,4,2,2,2,2,51,90,90,"Campaign / Battle Card Driven
Command Cards
Dice Rolling
Grid Movement
Hand Management
Hexagon Grid
",War ,13,7.74404,,,,$69.84 
Point Salad ,https://boardgamegeek.com/boardgame/274960/point-salad,479,2019,18490,7.16283,6.97224,1.12583,1.15,380,134927,18,2,6,3,3,263,15,30,"Open Drafting
Set Collection
",Family ,112,7.01845,,,,$15.99 
The Guild of Merchant Explorers ,https://boardgamegeek.com/boardgame/350933/guild-merchant-explorers,480,2022,3948,7.73954,6.97038,1.05487,2.0385,78,19592,2,1,4,2,2,81,45,45,"Bingo
Hexagon Grid
Hidden Victory Points
Line Drawing
Network and Route Building
Pattern Movement
",Strategy ,273,7.12424,Family ,74,7.14668,$39.56 
Middara: Unintentional Malum – Act 1 ,https://boardgamegeek.com/boardgame/169427/middara-unintentional-malum-act-1,481,2019,2373,8.62733,6.96717,1.67106,4.0915,153,17248,1,1,4,4,4,86,60,60,"Action Points
Cooperative Game
Dice Rolling
Grid Movement
Hand Management
Modular Board
",Thematic,39,7.47253,,,,$699.95 
Mystic Vale ,https://boardgamegeek.com/boardgame/194607/mystic-vale,482,2016,11640,7.26098,6.9659,1.31734,2.2584,178,61737,9,2,4,2,2,121,45,45,"Deck, Bag, and Pool Building
Layering
Push Your Luck
",Strategy ,349,7.00405,,,,Unknown
Pan Am ,https://boardgamegeek.com/boardgame/303057/pan-am,483,2020,5622,7.54926,6.96469,1.08678,2.3968,189,12765,0,2,4,3,4,141,60,60,"Auction: Fixed Placement
Auction/Bidding
Connections
Constrained Bidding
Dice Rolling
Events
",Strategy ,317,7.05907,,,,$30.10 
Distilled ,https://boardgamegeek.com/boardgame/295895/distilled,484,2023,3502,7.91777,6.96336,1.31781,2.9674,184,12009,0,1,4,3,3,98,30,150,"Hand Management
Income
Market
Push Your Luck
Set Collection
",Strategy ,278,7.12092,,,,$99.99 
Amerigo ,https://boardgamegeek.com/boardgame/137408/amerigo,485,2013,6134,7.44485,6.95888,1.22921,2.9821,336,16147,2,2,4,4,4,106,90,90,"Action Points
Cube Tower
Grid Movement
Modular Board
Tile Placement
",Strategy ,309,7.06976,,,,Unknown
Colt Express ,https://boardgamegeek.com/boardgame/158899/colt-express,486,2014,31533,7.09414,6.95772,1.24732,1.8271,995,96925,27,3,6,5,6,459,40,40,"Action Queue
Hand Management
Memory
Programmed Movement
Take That
Turn Order: Progressive
",Family ,127,6.97513,,,,$39.99 
"Air, Land, & Sea ",https://boardgamegeek.com/boardgame/247367/air-land-sea,487,2019,6143,7.4618,6.95759,1.14479,1.7222,108,19903,1,2,2,2,2,40,15,30,"Card Play Conflict Resolution
Hand Management
",War ,132,7.07534,Strategy ,322,7.0492,Unknown
Hadara ,https://boardgamegeek.com/boardgame/269144/hadara,488,2019,6876,7.40933,6.95619,1.13988,2.2011,184,30236,7,2,5,4,5,95,45,60,"End Game Bonuses
Memory
Open Drafting
Set Collection
Simultaneous Action Selection
",Strategy ,323,7.04862,,,,$49.99 
Citadels ,https://boardgamegeek.com/boardgame/205398/citadels,489,2016,13340,7.26024,6.95695,1.25756,2.0332,271,24586,0,3,7,5,5,216,30,60,"Action Drafting
Income
Lose a Turn
Open Drafting
Set Collection
Take That
",Family ,121,6.99204,,,,$62.08 
Stuffed Fables ,https://boardgamegeek.com/boardgame/233312/stuffed-fables,490,2018,7104,7.45958,6.95661,1.34561,2.4503,171,23402,6,1,4,4,4,101,60,90,"Cooperative Game
Dice Rolling
Role Playing
Roll / Spin and Move
Square Grid
Storytelling
",Thematic,117,7.09248,Family ,108,7.03406,$46.49 
Fire in the Lake ,https://boardgamegeek.com/boardgame/144189/fire-lake,491,2014,2863,8.0596,6.95462,1.45178,4.125,280,5050,4,1,4,4,4,86,180,180,"Area Majority / Influence
Dice Rolling
Simulation
Solo / Solitaire Game
Variable Phase Order
Variable Player Powers
",War ,14,7.73555,,,,$75.41 
BattleLore ,https://boardgamegeek.com/boardgame/25417/battlelore,492,2006,9340,7.34902,6.95306,1.42322,2.7652,1303,26509,9,2,2,2,2,156,60,60,"Area Majority / Influence
Campaign / Battle Card Driven
Command Cards
Dice Rolling
Grid Movement
Hand Management
",War ,111,7.12513,Thematic,135,7.04017,$177.59 
No Thanks! ,https://boardgamegeek.com/boardgame/12942/no-thanks,493,2004,26403,7.0756,6.95294,1.20084,1.1337,1421,227251,6,3,7,4,5,331,20,20,"Auction/Bidding
Closed Economy Auction
Increase Value of Unchosen Resources
Push Your Luck
Set Collection
",Family ,122,6.983,,,,$9.99 
Pandemic: The Cure ,https://boardgamegeek.com/boardgame/150658/pandemic-cure,494,2014,10559,7.25066,6.95257,1.22963,2.0578,329,54088,5,1,5,3,4,159,30,30,"Cooperative Game
Dice Rolling
Hand Management
Point to Point Movement
Push Your Luck
Re-rolling and Locking
",Strategy ,355,6.99251,Family ,111,7.02379,$41.82 
Foundations of Rome ,https://boardgamegeek.com/boardgame/284189/foundations-rome,495,2022,3013,8.01426,6.95534,1.34135,1.978,91,10567,2,2,4,4,4,59,60,90,"Auction: Dutch
Income
Market
Ownership
Square Grid
Tile Placement
",Strategy ,281,7.11868,,,,Unknown
Dawn of the Zeds (Third Edition) ,https://boardgamegeek.com/boardgame/175095/dawn-zeds-third-edition,496,2016,2652,8.16594,6.95151,1.31446,3.8311,148,9418,1,1,2,1,1,126,90,120,"Action Points
Campaign / Battle Card Driven
Cooperative Game
Dice Rolling
Move Through Deck
Point to Point Movement
",Thematic,54,7.35098,,,,Unknown
Amun-Re ,https://boardgamegeek.com/boardgame/5404/amun-re,497,2003,9193,7.292,6.95187,1.22058,3.0319,941,25665,11,4,5,5,5,267,90,90,"Area Majority / Influence
Auction: Fixed Placement
Auction/Bidding
Constrained Bidding
Score-and-Reset Game
",Strategy ,331,7.03403,,,,Unknown
The Great Wall ,https://boardgamegeek.com/boardgame/292375/great-wall,498,2021,3794,7.87977,6.95234,1.48703,3.8984,187,8110,3,1,4,3,3,107,120,180,"Area Majority / Influence
Command Cards
Cooperative Game
Income
Investment
Secret Unit Deployment
",Strategy ,288,7.10313,,,,$113.06 
Zombie Kidz Evolution ,https://boardgamegeek.com/boardgame/256952/zombie-kidz-evolution,499,2018,4826,7.63851,6.95116,1.28038,1.3876,129,67152,11,2,4,3,4,99,5,15,"Area Movement
Cooperative Game
Dice Rolling
Legacy Game
Variable Player Powers
",Children's ,1,7.52675,Family ,95,7.08154,$24.99 
Citadels ,https://boardgamegeek.com/boardgame/478/citadels,500,2000,53991,7.06445,6.94824,1.26462,2.0498,3794,120214,7,2,7,5,5,1201,20,60,"Action Drafting
Closed Drafting
Income
Lose a Turn
Set Collection
Take That
",Strategy ,418,6.90687,Family ,151,6.93007,$24.73 
Risk Legacy ,https://boardgamegeek.com/boardgame/105134/risk-legacy,501,2011,8433,7.37011,6.94813,1.64431,2.5945,291,28010,5,4,5,5,5,137,60,60,"Area Movement
Dice Rolling
Legacy Game
Open Drafting
Player Elimination
Variable Player Powers
",Strategy ,365,6.98235,,,,Unknown
Frostpunk: The Board Game ,https://boardgamegeek.com/boardgame/311988/frostpunk-board-game,502,2022,2685,8.29029,6.9501,1.57429,4.3246,268,7282,7,1,2,1,2,199,120,150,"Cooperative Game
Cube Tower
Events
Modular Board
Scenario / Mission / Campaign Game
Solo / Solitaire Game
",Thematic,58,7.33192,Strategy ,259,7.14037,$539.99 
Exit: The Game – Dead Man on the Orient Express ,https://boardgamegeek.com/boardgame/226522/exit-game-dead-man-orient-express,503,2017,4842,7.56533,6.9451,1.39186,2.7436,78,4936,0,1,4,2,2,54,60,120,"Cooperative Game
",Thematic,85,7.21428,Family ,92,7.093,$14.95 
Black Rose Wars ,https://boardgamegeek.com/boardgame/239942/black-rose-wars,504,2019,3581,7.97715,6.94687,1.5304,3.4589,146,7910,0,2,4,4,4,123,90,90,"Action Queue
Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Deck, Bag, and Pool Building
Hand Management
",Strategy ,299,7.0873,,,,$99.99 
Charterstone ,https://boardgamegeek.com/boardgame/197376/charterstone,505,2017,14508,7.22269,6.94638,1.67084,2.8385,291,88286,7,2,6,6,6,238,45,75,"Catch the Leader
Hand Management
Legacy Game
Open Drafting
Scenario / Mission / Campaign Game
Solo / Solitaire Game
",Strategy ,372,6.97029,,,,$50.09 
Fantastic Factories ,https://boardgamegeek.com/boardgame/216600/fantastic-factories,506,2019,6244,7.44653,6.94549,1.16411,2.2143,154,28543,0,1,5,3,3,117,45,60,"Dice Rolling
Hand Management
Multi-Use Cards
Open Drafting
Push Your Luck
Re-rolling and Locking
",Strategy ,328,7.03653,Family ,100,7.05847,Unknown
Akropolis ,https://boardgamegeek.com/boardgame/357563/akropolis,507,2022,5765,7.5079,6.94834,1.11706,1.7808,146,41619,19,2,4,3,3,100,20,30,"Auction: Dutch
End Game Bonuses
Layering
Open Drafting
Pattern Building
Tile Placement
",Family ,97,7.07573,,,,$27.24 
Nucleum ,https://boardgamegeek.com/boardgame/396790/nucleum,508,2023,2465,8.24055,6.95489,1.26076,4.0711,253,6900,0,1,4,3,3,123,60,150,"Action Retrieval
Contracts
End Game Bonuses
Hand Management
Income
Market
",Strategy ,238,7.17757,,,,Unknown
Sheriff of Nottingham ,https://boardgamegeek.com/boardgame/157969/sheriff-nottingham,509,2014,35219,7.07386,6.94415,1.31154,1.6583,796,65374,11,3,5,5,5,301,60,60,"Betting and Bluffing
Bribery
Hand Management
Negotiation
Open Drafting
Role Playing
",Party ,39,6.96754,Family ,140,6.94846,$178.99 
Junk Art ,https://boardgamegeek.com/boardgame/193042/junk-art,510,2016,7377,7.37378,6.9452,1.24079,1.2188,96,26042,4,2,6,4,6,57,30,30,"Bingo
Hand Management
I Cut, You Choose
Score-and-Reset Game
Stacking and Balancing
",Party ,20,7.15822,Family ,104,7.04867,$49.99 
Lords of Vegas ,https://boardgamegeek.com/boardgame/20437/lords-vegas,511,2010,7506,7.34902,6.94461,1.41349,2.3416,281,21006,2,3,4,4,4,104,60,90,"Area Majority / Influence
Catch the Leader
Dice Rolling
Negotiation
Random Production
Tile Placement
",Strategy ,339,7.01745,,,,Unknown
Deus ,https://boardgamegeek.com/boardgame/162082/deus,512,2014,8907,7.28283,6.94451,1.21458,2.8279,366,30112,9,2,4,3,3,176,60,90,"Area Majority / Influence
End Game Bonuses
Grid Movement
Hand Management
Hexagon Grid
Modular Board
",Strategy ,337,7.02427,,,,$26.95 
Shadows over Camelot ,https://boardgamegeek.com/boardgame/15062/shadows-over-camelot,513,2005,27453,7.10252,6.94347,1.39669,2.5681,1998,51627,14,4,7,5,7,310,60,90,"Communication Limits
Cooperative Game
Dice Rolling
Hand Management
Player Elimination
Semi-Cooperative Game
",Thematic,154,6.94404,,,,Unknown
Imperial Struggle ,https://boardgamegeek.com/boardgame/206480/imperial-struggle,514,2020,2512,8.25583,6.94407,1.42754,4.0155,194,4721,16,2,2,2,2,56,120,240,"Area Majority / Influence
Campaign / Battle Card Driven
Events
Open Drafting
Point to Point Movement
Secret Unit Deployment
",War ,7,7.79794,Strategy ,262,7.13811,$53.82 
Oceans ,https://boardgamegeek.com/boardgame/232414/oceans,515,2020,6332,7.46902,6.94323,1.34097,2.8762,202,17295,6,2,4,3,3,161,60,90,"Hand Management
Hidden Victory Points
Open Drafting
Take That
Victory Points as a Resource
",Strategy ,334,7.02658,,,,$54.89 
Forbidden Desert ,https://boardgamegeek.com/boardgame/136063/forbidden-desert,516,2013,30527,7.08216,6.94264,1.18435,2.0343,932,66727,8,1,5,4,4,250,45,45,"Action Points
Bias
Cooperative Game
Grid Movement
Hand Management
Map Reduction
",Family ,137,6.95464,,,,$27.25 
Mansions of Madness ,https://boardgamegeek.com/boardgame/83330/mansions-madness,517,2011,13603,7.26352,6.9421,1.56206,3.2457,749,20327,5,2,5,5,5,244,120,180,"Area Movement
Dice Rolling
Hand Management
Modular Board
Pick-up and Deliver
Role Playing
",Thematic,138,7.02483,,,,$89.00 
Shadows of Brimstone: City of the Ancients ,https://boardgamegeek.com/boardgame/146791/shadows-brimstone-city-ancients,518,2014,3884,7.96424,6.94243,1.65111,3.3508,191,14120,2,1,4,4,4,92,120,120,"Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Role Playing
Variable Player Powers
",Thematic,75,7.24516,,,,Unknown
Hanabi ,https://boardgamegeek.com/boardgame/98778/hanabi,519,2010,47512,7.04366,6.94146,1.41285,1.6916,1696,277929,10,2,5,4,4,590,25,25,"Communication Limits
Cooperative Game
Hand Management
Memory
Set Collection
",Family ,148,6.93638,,,,$10.51 
Descent: Journeys in the Dark ,https://boardgamegeek.com/boardgame/17226/descent-journeys-dark,520,2005,11738,7.27913,6.94118,1.52145,3.3437,1283,21854,1,2,5,5,5,279,120,240,"Dice Rolling
Grid Movement
Modular Board
Role Playing
Team-Based Game
Variable Player Powers
",Thematic,136,7.03882,,,,Unknown
Blood Bowl (Third Edition) ,https://boardgamegeek.com/boardgame/712/blood-bowl-third-edition,521,1994,5595,7.55013,6.9407,1.59593,2.9841,378,11291,0,2,2,2,2,39,180,180,"Dice Rolling
Grid Movement
Variable Player Powers
",Thematic,108,7.14059,Strategy ,362,6.984,Unknown
Friday ,https://boardgamegeek.com/boardgame/43570/friday,522,2011,20931,7.11629,6.94031,1.23315,2.1612,881,129638,5,1,1,1,1,363,25,25,"Deck, Bag, and Pool Building
Hand Management
Push Your Luck
Solo / Solitaire Game
",Strategy ,394,6.9381,,,,$17.99 
Bohnanza ,https://boardgamegeek.com/boardgame/11/bohnanza,523,1997,45518,7.05352,6.93962,1.30106,1.6694,2949,155099,6,3,7,4,5,679,45,45,"Hand Management
Negotiation
Set Collection
Trading
",Family ,141,6.9461,,,,$19.99 
Canvas ,https://boardgamegeek.com/boardgame/290236/canvas,524,2021,11050,7.26633,6.9384,1.23516,1.6631,279,41852,12,1,5,4,4,136,30,30,"Contracts
Hand Management
Increase Value of Unchosen Resources
Layering
Open Drafting
Set Collection
",Family ,119,7.00098,,,,$45.00 
Blood Bowl: Living Rulebook ,https://boardgamegeek.com/boardgame/15985/blood-bowl-living-rulebook,525,2004,3433,7.84224,6.93635,1.72796,3.1729,266,15045,0,2,2,2,2,64,120,120,"Dice Rolling
Grid Movement
Variable Player Powers
",Thematic,74,7.25132,,,,Unknown
Undaunted: North Africa ,https://boardgamegeek.com/boardgame/290359/undaunted-north-africa,526,2020,3525,7.83844,6.93648,1.25394,2.2714,70,9955,8,2,2,2,2,42,45,60,"Command Cards
Deck, Bag, and Pool Building
Dice Rolling
Hexagon Grid
Modular Board
Open Drafting
",War ,44,7.41388,Thematic,89,7.19565,$32.27 
Potion Explosion ,https://boardgamegeek.com/boardgame/180974/potion-explosion,527,2015,18953,7.12841,6.93542,1.19703,1.7722,338,124594,8,2,4,2,3,240,30,45,"Pattern Recognition
Set Collection
Take That
Variable Set-up
",Family ,128,6.97161,,,,$57.00 
Betrayal Legacy ,https://boardgamegeek.com/boardgame/240196/betrayal-legacy,528,2018,4743,7.68325,6.93325,1.7776,2.8916,83,24408,5,3,5,5,5,61,45,90,"Cooperative Game
Dice Rolling
Grid Movement
Legacy Game
Modular Board
Player Elimination
",Thematic,110,7.13603,,,,$189.99 
