Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Category_1,RankCat_1,ScoreCat_1,Category_2,RankCat_2,ScoreCat_2,AmazonPrice
Ancient Terrible Things ,https://boardgamegeek.com/boardgame/137031/ancient-terrible-things,2400,2013,2018,6.75575,6.09608,1.34814,2.0833,84,4639,0,2,4,3,3,34,60,60,"Dice Rolling
Hand Management
Push Your Luck
Re-rolling and Locking
Set Collection
Worker Placement
",Thematic,504,6.2793,,,,Unknown
Arena: The Contest ,https://boardgamegeek.com/boardgame/219217/arena-contest,2401,2019,929,8.5461,6.09545,1.75178,2.8039,51,1780,0,1,6,2,2,35,45,90,"Action Queue
Cooperative Game
Dice Rolling
Grid Movement
Modular Board
Movement Points
",Thematic,415,6.4172,,,,Unknown
Bristol 1350 ,https://boardgamegeek.com/boardgame/308989/bristol-1350,2402,2021,1687,6.90974,6.09588,1.49147,1.5714,35,4203,1,4,9,6,7,32,20,40,"Deduction
Dice Rolling
Different Dice Movement
Hidden Roles
Player Elimination
Race
",Party ,140,6.36958,,,,$34.98 
Enchanters ,https://boardgamegeek.com/boardgame/198138/enchanters,2403,2016,1323,7.08022,6.09552,1.28787,1.9024,41,3942,0,2,4,2,3,16,30,60,"Open Drafting
Set Collection
",Family ,728,6.20225,,,,Unknown
Safranito ,https://boardgamegeek.com/boardgame/66849/safranito,2404,2010,1519,6.89598,6.09433,1.30957,1.7303,89,4163,1,2,4,4,4,28,30,45,"Auction: Dexterity
Set Collection
",Family ,696,6.2283,,,,Unknown
Monza ,https://boardgamegeek.com/boardgame/4209/monza,2405,2000,2455,6.61815,6.09462,1.23226,1.0513,117,21049,1,2,6,3,4,35,10,15,"Dice Rolling
Race
Roll / Spin and Move
Track Movement
",Children's ,47,6.47621,,,,$24.99 
Modern Art Card Game ,https://boardgamegeek.com/boardgame/40381/modern-art-card-game,2406,2008,2260,6.63185,6.09395,1.23076,1.642,176,7582,1,2,5,4,5,46,20,30,"Commodity Speculation
Hand Management
",Family ,727,6.20237,,,,Unknown
Micropolis ,https://boardgamegeek.com/boardgame/239840/micropolis,2407,2018,1750,6.79723,6.09369,1.15152,1.7812,32,6944,0,2,6,3,4,25,30,30,"Open Drafting
Set Collection
Tile Placement
",Family ,711,6.21583,,,,Unknown
Space Explorers ,https://boardgamegeek.com/boardgame/235817/space-explorers,2408,2017,1563,6.95639,6.09248,1.31303,2.26,50,5240,0,2,4,3,3,41,20,40,"Open Drafting
Set Collection
",Family ,705,6.22086,,,,$24.99 
Bullet⭐ ,https://boardgamegeek.com/boardgame/343844/bullet,2409,2022,626,8.15003,6.09737,1.21217,2,13,2205,0,1,4,1,2,11,15,15,"Cooperative Game
Pattern Building
Push Your Luck
Real-Time
Solo / Solitaire Game
Variable Player Powers
",,,,,,,$28.80 
Loot ,https://boardgamegeek.com/boardgame/770/loot,2410,1992,6657,6.29912,6.09358,1.23954,1.3748,579,20325,2,3,6,4,4,121,20,20,"Card Play Conflict Resolution
Hand Management
Team-Based Game
",Family ,840,6.12862,,,,Unknown
The Name of the Rose ,https://boardgamegeek.com/boardgame/35488/name-rose,2411,2008,1647,6.84878,6.0938,1.3181,2.371,124,3126,0,3,5,4,4,42,75,75,"Hand Management
Secret Unit Deployment
",Family ,709,6.21719,,,,Unknown
Helios ,https://boardgamegeek.com/boardgame/154182/helios,2412,2014,1892,6.72273,6.09357,1.20785,2.8679,106,4242,0,2,4,2,3,39,60,60,"Action Points
Tile Placement
Variable Phase Order
",Strategy ,1151,6.20216,,,,$51.99 
Kneipenquiz: Das Original ,https://boardgamegeek.com/boardgame/204801/kneipenquiz-das-original,2413,2016,917,7.40082,6.09494,1.21126,1.4815,27,10052,0,3,6,5,5,18,30,40,"Cooperative Game
",Party ,86,6.58077,,,,Unknown
Evenfall ,https://boardgamegeek.com/boardgame/396989/evenfall,2414,2023,707,7.89843,6.10194,1.19472,2.9024,41,1947,0,1,4,2,3,32,60,120,"Chaining
End Game Bonuses
Hand Management
Multi-Use Cards
Variable Player Powers
Worker Placement
",,,,,,,Unknown
Blockers! ,https://boardgamegeek.com/boardgame/29073/blockers,2415,2007,2192,6.64202,6.09341,1.296,1.6902,184,11590,5,2,5,4,5,46,30,40,"Enclosure
Hand Management
Tile Placement
",Abstract ,117,6.45063,,,,Unknown
The Great War ,https://boardgamegeek.com/boardgame/173105/great-war,2416,2015,807,7.74262,6.09303,1.37147,2.6792,53,2226,1,1,2,2,2,24,60,60,"Campaign / Battle Card Driven
Dice Rolling
Hexagon Grid
Simulation
",War ,133,7.07325,,,,Unknown
Zapotec ,https://boardgamegeek.com/boardgame/322589/zapotec,2417,2022,1086,7.21582,6.09382,1.15395,3.037,54,3104,0,1,4,3,3,40,60,75,"Area Majority / Influence
Hand Management
Open Drafting
Simultaneous Action Selection
Solo / Solitaire Game
Turn Order: Stat-Based
",Strategy ,1116,6.23617,,,,$43.99 
Blitz Bowl ,https://boardgamegeek.com/boardgame/247104/blitz-bowl,2418,2018,778,7.79554,6.09255,1.29432,2.1818,22,2470,0,2,2,2,2,13,30,60,"Dice Rolling
Die Icon Resolution
Grid Movement
Variable Player Powers
",Thematic,409,6.42275,Strategy ,1160,6.19605,Unknown
Ancient Knowledge ,https://boardgamegeek.com/boardgame/338093/ancient-knowledge,2419,2023,1116,7.30229,6.10619,1.30412,2.6486,37,3468,0,2,3,2,2,43,75,75,"Command Cards
End Game Bonuses
Hand Management
Open Drafting
",Strategy ,1093,6.24922,,,,$46.70 
Powerboats ,https://boardgamegeek.com/boardgame/38531/powerboats,2420,2008,1900,6.70112,6.09205,1.27012,1.6902,184,8386,2,2,6,5,6,33,60,60,"Dice Rolling
Modular Board
Race
",Strategy ,1159,6.19709,Family ,721,6.20878,Unknown
Lawyer Up ,https://boardgamegeek.com/boardgame/267401/lawyer,2421,2021,1502,6.91969,6.09145,1.42717,2.6562,32,2802,1,1,2,2,2,20,60,75,"Area Majority / Influence
Open Drafting
Pattern Building
Set Collection
",Thematic,462,6.34157,,,,Unknown
Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man ,https://boardgamegeek.com/boardgame/360153/marvel-dice-throne-scarlet-witch-v-thor-v-loki-v-s,2422,2022,778,7.7631,6.09455,1.16691,2.5455,11,3075,0,2,2,2,2,9,20,40,"Dice Rolling
",,,,,,,$38.20 
R-Eco ,https://boardgamegeek.com/boardgame/15290/r-eco,2423,2003,2273,6.61935,6.09131,1.19906,1.4773,220,11945,2,2,5,3,3,47,30,30,"Hand Management
Open Drafting
",Family ,738,6.19618,,,,Unknown
Deep Rock Galactic: The Board Game ,https://boardgamegeek.com/boardgame/348220/deep-rock-galactic-board-game,2424,2022,772,8.36272,6.09658,1.33826,2.7381,42,2320,0,1,4,4,4,25,60,150,"Cooperative Game
Dice Rolling
Events
Grid Movement
Hexagon Grid
Line of Sight
",,,,,,,Unknown
Fate of the Elder Gods ,https://boardgamegeek.com/boardgame/198609/fate-elder-gods,2425,2017,1085,7.2404,6.09088,1.38678,2.8519,27,2491,0,2,4,3,3,23,30,90,"Area Majority / Influence
Area Movement
Dice Rolling
Hand Management
Solo / Solitaire Game
Take That
",Strategy ,1129,6.22013,,,,Unknown
Victorian Masterminds ,https://boardgamegeek.com/boardgame/189453/victorian-masterminds,2426,2019,1665,6.87664,6.09105,1.30739,2.15,40,3830,1,3,4,4,4,34,45,60,"Contracts
Sudden Death Ending
Variable Player Powers
Worker Placement
Worker Placement, Different Worker Types
",Strategy ,1165,6.19248,Family ,707,6.21901,Unknown
Happy Pigs ,https://boardgamegeek.com/boardgame/156138/happy-pigs,2427,2013,1746,6.78754,6.08995,1.21389,2.3111,45,4163,0,3,6,4,4,27,30,45,"Simultaneous Action Selection
",Strategy ,1184,6.1793,Family ,720,6.20955,Unknown
El Capitán ,https://boardgamegeek.com/boardgame/29972/el-capitan,2428,2007,1811,6.75726,6.08975,1.27,2.9192,198,2656,1,3,5,4,4,32,75,75,"Area Majority / Influence
Point to Point Movement
",Strategy ,1145,6.20587,,,,Unknown
Boss Monster: The Dungeon Building Card Game ,https://boardgamegeek.com/boardgame/131835/boss-monster-dungeon-building-card-game,2429,2013,16675,6.26998,6.08932,1.46019,1.8528,496,27528,1,2,4,4,4,144,30,30,"Hand Management
Player Elimination
Take That
Variable Player Powers
",Family ,950,6.05298,,,,$31.06 
"Silent Victory: U.S. Submarines in the Pacific, 1941-45 ",https://boardgamegeek.com/boardgame/154875/silent-victory-us-submarines-pacific-1941-45,2430,2016,805,7.96683,6.08942,1.36342,2.8393,56,1873,2,1,2,1,1,16,120,180,"Dice Rolling
Push Your Luck
Simulation
Solo / Solitaire Game
",War ,117,7.1095,,,,Unknown
Zona: The Secret of Chernobyl ,https://boardgamegeek.com/boardgame/209671/zona-secret-chernobyl,2431,2019,1178,7.38121,6.08954,1.5038,2.7778,45,2050,0,1,4,3,3,45,120,180,"Action Points
Dice Rolling
Events
Finale Ending
Push Your Luck
Stat Check Resolution
",Thematic,467,6.33427,,,,Unknown
Tokyo Highway ,https://boardgamegeek.com/boardgame/215463/tokyo-highway,2432,2016,2245,6.66021,6.08936,1.35674,1.4667,30,5143,0,2,2,2,2,14,30,50,"Network and Route Building
Stacking and Balancing
",Family ,756,6.18396,,,,Unknown
Freshwater Fly ,https://boardgamegeek.com/boardgame/262540/freshwater-fly,2433,2019,1172,7.19141,6.08851,1.31092,2.4255,47,3388,0,1,4,1,3,39,40,90,"Dice Rolling
Open Drafting
Push Your Luck
Set Collection
",Strategy ,1126,6.2223,,,,$49.99 
Key to the City: London ,https://boardgamegeek.com/boardgame/205507/key-city-london,2434,2016,1292,7.0058,6.08911,1.27773,2.8261,23,2314,1,2,6,3,3,16,90,120,"Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
Ownership
Set Collection
",Strategy ,1130,6.22004,,,,$34.99 
Exit: The Game – The House of Riddles ,https://boardgamegeek.com/boardgame/226519/exit-game-house-riddles,2435,2017,1556,6.86547,6.08787,1.32697,1.6111,36,2213,2,1,4,2,2,25,45,90,"Cooperative Game
",Thematic,471,6.33296,,,,$14.97 
Cheating Moth ,https://boardgamegeek.com/boardgame/105593/cheating-moth,2436,2011,4670,6.41887,6.08862,1.51958,1.1575,146,17471,6,3,5,5,5,59,30,30,"Hand Management
",Party ,205,6.19566,,,,$16.99 
The Game: Face to Face ,https://boardgamegeek.com/boardgame/236461/game-face-face,2437,2017,1164,7.09838,6.08864,1.20124,1.2414,29,8186,0,2,2,2,2,14,20,20,"Hand Management
",Family ,682,6.23721,,,,Unknown
The Lord of the Rings Trading Card Game ,https://boardgamegeek.com/boardgame/2603/lord-rings-trading-card-game,2438,2001,1560,6.99506,6.08846,1.74224,2.9478,134,4228,3,2,4,2,2,27,45,45,"Hand Management
",Customizable,83,6.56402,,,,Unknown
18CZ ,https://boardgamegeek.com/boardgame/163841/18cz,2439,2017,729,7.70629,6.08665,1.29684,4.25,32,2327,1,2,6,4,4,16,250,250,"Network and Route Building
Stock Holding
Tile Placement
",Strategy ,1079,6.26285,,,,Unknown
Versailles 1919 ,https://boardgamegeek.com/boardgame/253506/versailles-1919,2440,2020,862,7.50471,6.0864,1.47729,2.9464,56,1503,2,3,4,4,4,32,60,120,"Area Majority / Influence
Auction/Bidding
End Game Bonuses
Events
Negotiation
Simulation
",War ,168,6.97257,Strategy ,1127,6.22215,$84.50 
Sobek ,https://boardgamegeek.com/boardgame/67185/sobek,2441,2010,2344,6.62316,6.08582,1.2859,1.8424,165,7929,2,2,4,3,3,53,40,40,"Auction: Dutch
Hand Management
Memory
Open Drafting
Set Collection
",Family ,743,6.19276,,,,Unknown
Avenue ,https://boardgamegeek.com/boardgame/205045/avenue,2442,2016,1585,6.83939,6.08521,1.17452,1.3929,28,10385,2,1,10,2,2,17,15,15,"Connections
End Game Bonuses
Line Drawing
Network and Route Building
Paper-and-Pencil
Push Your Luck
",Family ,715,6.2139,,,,Unknown
Twixt ,https://boardgamegeek.com/boardgame/949/twixt,2443,1962,2557,6.60435,6.08478,1.50372,2.4949,198,4785,1,2,2,2,2,28,30,30,"Connections
Network and Route Building
",Abstract ,127,6.39551,,,,$117.79 
Oros ,https://boardgamegeek.com/boardgame/313807/oros,2444,2023,992,7.38549,6.08482,1.41553,3.25,64,2734,1,1,1,3,3,30,60,120,"Grid Movement
Square Grid
Tile Placement
Worker Placement
",Strategy ,1148,6.20364,,,,$43.75 
Dungeons & Dragons: Conquest of Nerath Board Game ,https://boardgamegeek.com/boardgame/92044/dungeons-dragons-conquest-nerath-board-game,2445,2011,1607,6.92502,6.08485,1.48751,2.6391,133,1908,2,2,2,4,4,38,120,240,"Dice Rolling
Team-Based Game
",Thematic,491,6.30349,,,,Unknown
Company of Heroes ,https://boardgamegeek.com/boardgame/281515/company-heroes,2446,2021,637,8.61122,6.08466,1.61714,3.0488,41,1535,0,1,4,2,2,28,60,120,"Dice Rolling
Grid Movement
Hexagon Grid
Line of Sight
Movement Points
Simulation
",War ,165,6.98671,,,,Unknown
Overbooked ,https://boardgamegeek.com/boardgame/230200/overbooked,2447,2018,1348,7.01665,6.08374,1.15272,1.9688,32,6284,1,1,4,3,3,25,20,40,"Open Drafting
Pattern Building
Pattern Recognition
Simulation
",Family ,704,6.221,,,,Unknown
Bamboo ,https://boardgamegeek.com/boardgame/351538/bamboo,2448,2023,1022,7.36186,6.08538,1.24149,2.875,56,2974,0,2,4,3,3,54,90,110,"Action Drafting
Tile Placement
",Strategy ,1140,6.21184,Family ,673,6.24456,Unknown
Flying Colors ,https://boardgamegeek.com/boardgame/8730/flying-colors,2449,2003,882,7.5854,6.08317,1.37656,3.0275,109,1241,1,1,4,2,2,23,240,240,"Dice Rolling
Grid Movement
Hexagon Grid
Line of Sight
Movement Points
Simulation
",War ,157,7.00363,,,,Unknown
Mercado de Lisboa ,https://boardgamegeek.com/boardgame/262477/mercado-de-lisboa,2450,2021,2544,6.58622,6.08361,1.40836,2.0595,84,10062,3,2,4,3,3,54,30,45,"Area Majority / Influence
Open Drafting
Tile Placement
Victory Points as a Resource
Worker Placement, Different Worker Types
",Family ,779,6.16875,,,,$80.54 
Zombie Dice ,https://boardgamegeek.com/boardgame/62871/zombie-dice,2451,2010,18209,6.22816,6.0825,1.44898,1.095,853,93379,4,2,8,4,5,142,10,20,"Dice Rolling
Die Icon Resolution
Push Your Luck
Re-rolling and Locking
",Party ,317,5.97922,,,,$28.10 
Ceylon ,https://boardgamegeek.com/boardgame/248900/ceylon,2452,2018,1345,6.99123,6.08294,1.13564,2.386,57,3259,0,2,4,4,4,36,60,60,"Area Majority / Influence
Contracts
Grid Movement
Set Collection
Variable Phase Order
",Strategy ,1152,6.20016,,,,Unknown
Würfel Bohnanza ,https://boardgamegeek.com/boardgame/111148/wurfel-bohnanza,2453,2012,2168,6.64431,6.08282,1.34751,1.3,110,18325,1,2,5,2,3,38,45,45,"Contracts
Dice Rolling
Push Your Luck
Re-rolling and Locking
Set Collection
",Family ,746,6.19078,,,,Unknown
Caesar's Empire ,https://boardgamegeek.com/boardgame/341496/caesars-empire,2454,2022,1015,7.24038,6.08249,1.20913,1.5152,33,3134,1,2,5,4,4,26,30,60,"Network and Route Building
Set Collection
",Family ,677,6.23952,,,,$48.48 
P.I. ,https://boardgamegeek.com/boardgame/129050/pi,2455,2012,1954,6.70124,6.08269,1.34778,2.2474,97,7197,0,2,5,3,3,48,45,60,"Deduction
Modular Board
Open Drafting
Tile Placement
",Family ,747,6.19052,,,,Unknown
Kreta ,https://boardgamegeek.com/boardgame/15600/kreta,2456,2005,1409,6.93512,6.08219,1.16866,2.6585,164,2712,1,3,4,4,4,37,60,60,"Action Retrieval
Area Majority / Influence
Area Movement
Hand Management
",Strategy ,1133,6.216,,,,Unknown
Mystery Express ,https://boardgamegeek.com/boardgame/65907/mystery-express,2457,2010,2584,6.55897,6.08166,1.46194,2.6623,151,3405,0,3,5,5,5,39,60,90,"Action Points
Hand Management
Memory
Trading
Variable Player Powers
",Family ,777,6.16998,,,,Unknown
Mountains of Madness ,https://boardgamegeek.com/boardgame/214293/mountains-madness,2458,2017,3198,6.513,6.08121,1.50708,2.0588,51,5559,1,3,5,4,5,33,60,90,"Communication Limits
Cooperative Game
Dice Rolling
Grid Movement
Hand Management
Role Playing
",Party ,186,6.2457,,,,$40.42 
Risk: The Lord of the Rings Trilogy Edition ,https://boardgamegeek.com/boardgame/8107/risk-lord-rings-trilogy-edition,2459,2003,3864,6.55709,6.08181,1.52655,2.3629,259,2419,0,2,4,4,4,45,180,180,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Dice Rolling
Team-Based Game
",Thematic,653,6.08659,,,,$118.98 
Tybor the Builder ,https://boardgamegeek.com/boardgame/234621/tybor-builder,2460,2017,1356,6.94112,6.08145,1.15104,2.1053,38,4444,0,2,4,4,4,23,30,30,"Contracts
Melding and Splaying
Open Drafting
Scenario / Mission / Campaign Game
Set Collection
",Strategy ,1146,6.20528,,,,Unknown
Verräter ,https://boardgamegeek.com/boardgame/72/verrater,2461,1998,1986,6.6774,6.08069,1.24776,2.5676,185,1549,2,3,4,4,4,32,60,60,"Hand Management
Modular Board
Open Drafting
Team-Based Game
Variable Player Powers
",Strategy ,1183,6.18082,,,,Unknown
Zug um Zug: Deutschland ,https://boardgamegeek.com/boardgame/119637/zug-um-zug-deutschland,2462,2012,859,7.53536,6.0811,1.13696,1.8966,29,3194,0,2,5,4,4,19,30,60,"Connections
Hand Management
Network and Route Building
Set Collection
",Family ,670,6.248,,,,Unknown
Doppelkopf ,https://boardgamegeek.com/boardgame/9364/doppelkopf,2463,1895,852,7.54009,6.08054,1.69618,2.9351,77,8680,0,4,4,4,4,35,120,120,"Team-Based Game
Trick-taking
",Family ,699,6.22676,,,,Unknown
Constantinopolis ,https://boardgamegeek.com/boardgame/31483/constantinopolis,2464,2010,1563,6.86675,6.0805,1.30167,3.1233,146,2772,0,2,5,4,4,33,90,90,"Auction/Bidding
Commodity Speculation
",Strategy ,1155,6.19852,,,,$46.95 
Volfyirion ,https://boardgamegeek.com/boardgame/258074/volfyirion,2465,2019,1165,7.28959,6.08011,1.37834,2.234,47,3131,0,1,2,2,2,34,15,30,"Deck, Bag, and Pool Building
Hand Management
Open Drafting
Take That
",Strategy ,1201,6.17014,,,,Unknown
Exit: The Game – The Enchanted Forest ,https://boardgamegeek.com/boardgame/295944/exit-game-enchanted-forest,2466,2020,1279,7.02835,6.07966,1.32971,1.9444,18,1939,0,1,4,2,2,10,45,90,"Cooperative Game
",Thematic,455,6.35161,Family ,702,6.22306,$21.50 
Ascension Tactics: Miniatures Deckbuilding Game ,https://boardgamegeek.com/boardgame/304531/ascension-tactics-miniatures-deckbuilding-game,2467,2022,671,8.03214,6.08123,1.40678,2.5,22,2394,0,1,4,2,2,28,45,90,"Cooperative Game
Deck, Bag, and Pool Building
Scenario / Mission / Campaign Game
Solo / Solitaire Game
",,,,,,,$49.19 
G.I. JOE Deck-Building Game ,https://boardgamegeek.com/boardgame/343526/gi-joe-deck-building-game,2468,2021,857,7.61316,6.08072,1.30193,2.6,20,3766,0,1,4,2,2,29,30,70,"Cooperative Game
Deck, Bag, and Pool Building
",Thematic,423,6.40128,,,,$34.99 
Kōhaku ,https://boardgamegeek.com/boardgame/270143/khaku,2469,2020,787,7.64601,6.07947,1.15717,1.6522,23,4174,0,1,4,2,2,16,30,45,"Open Drafting
Solo / Solitaire Game
Square Grid
Tile Placement
",Family ,667,6.25145,,,,Unknown
Successors (Fourth Edition) ,https://boardgamegeek.com/boardgame/325348/successors-fourth-edition,2470,2022,652,8.08928,6.0806,1.47161,4.0455,44,914,1,2,5,4,5,26,300,300,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Events
Pick-up and Deliver
Point to Point Movement
",War ,103,7.15017,,,,$125.45 
Monopoly Deal Card Game ,https://boardgamegeek.com/boardgame/40398/monopoly-deal-card-game,2471,2008,11080,6.29348,6.0791,1.50018,1.3206,549,50329,3,2,5,4,4,154,15,15,"Hand Management
Set Collection
Take That
",Family ,924,6.07315,,,,$6.84 
Resurgence ,https://boardgamegeek.com/boardgame/340897/resurgence,2472,2022,696,7.78798,6.07843,1.07932,3.0312,32,1512,0,1,4,3,3,23,60,90,"Deck, Bag, and Pool Building
End Game Bonuses
Secret Unit Deployment
Solo / Solitaire Game
Worker Placement, Different Worker Types
",Strategy ,1111,6.24086,,,,Unknown
A la carte ,https://boardgamegeek.com/boardgame/217/la-carte,2473,1989,3281,6.46108,6.07891,1.2555,1.298,245,8820,8,2,4,4,4,52,30,30,"Action Points
Dice Rolling
Set Collection
",Family ,800,6.15685,,,,Unknown
Big Trouble in Little China: The Game ,https://boardgamegeek.com/boardgame/204286/big-trouble-little-china-game,2474,2018,867,7.65995,6.07943,1.49085,2.9412,34,1353,0,1,4,2,2,23,60,120,"Action Points
Cooperative Game
Dice Rolling
Point to Point Movement
Role Playing
Storytelling
",Thematic,408,6.42354,,,,Unknown
Relic Runners ,https://boardgamegeek.com/boardgame/144270/relic-runners,2475,2013,2353,6.5922,6.07838,1.22683,2.1089,101,4112,4,2,5,3,4,21,40,80,"Network and Route Building
Pick-up and Deliver
Point to Point Movement
Set Collection
Variable Player Powers
",Family ,755,6.18427,,,,$100.54 
The End of the Triumvirate ,https://boardgamegeek.com/boardgame/20134/end-triumvirate,2476,2005,1636,6.77747,6.07792,1.29919,2.7432,222,2536,1,3,3,3,3,77,60,90,"Action Points
Area Majority / Influence
Area Movement
Pick-up and Deliver
",Strategy ,1161,6.19577,,,,Unknown
Hamburg ,https://boardgamegeek.com/boardgame/314580/hamburg,2477,2022,785,7.60888,6.07742,1.3518,3.16,25,2108,0,2,4,3,3,28,60,90,"Dice Rolling
Hand Management
Solo / Solitaire Game
",Strategy ,1115,6.2371,,,,$99.99 
The Game: Extreme ,https://boardgamegeek.com/boardgame/209325/game-extreme,2478,2016,1428,6.92059,6.07755,1.17719,1.3226,31,10317,0,1,5,2,3,25,20,30,"Cooperative Game
Hand Management
",Family ,718,6.2102,,,,Unknown
Gang of Four ,https://boardgamegeek.com/boardgame/3085/gang-four,2479,1990,2434,6.61766,6.07704,1.50191,1.8654,208,8769,2,3,4,4,4,33,40,40,"Hand Management
Ladder Climbing
Set Collection
Trick-taking
",Family ,785,6.16556,,,,Unknown
Age of Galaxy ,https://boardgamegeek.com/boardgame/330950/age-galaxy,2480,2022,772,7.73133,6.08116,1.15816,3.2414,58,2293,0,1,4,3,3,26,45,60,"Action Drafting
Action Points
Income
Solo / Solitaire Game
Tech Trees / Tech Tracks
Turn Order: Stat-Based
",Strategy ,1131,6.21932,,,,$19.99 
Cosmic Encounter ,https://boardgamegeek.com/boardgame/40529/cosmic-encounter,2481,1991,1050,7.22648,6.07708,1.89036,2.6349,63,1213,1,4,6,5,6,14,60,60,"Variable Player Powers
",Thematic,461,6.34334,Strategy ,1180,6.18174,$55.99 
Epic Card Game ,https://boardgamegeek.com/boardgame/175621/epic-card-game,2482,2015,4842,6.41525,6.07652,1.69579,2.5109,184,15949,2,2,4,2,2,64,20,40,"Closed Drafting
Deck Construction
Hand Management
Take That
",Customizable,106,6.25559,,,,$14.50 
Don't Mess with Cthulhu ,https://boardgamegeek.com/boardgame/170587/dont-mess-cthulhu,2483,2014,1555,6.85992,6.07679,1.56945,1.1389,36,14162,1,4,6,6,6,31,1,30,"Team-Based Game
Traitor Game
",Party ,126,6.41824,,,,Unknown
Rocketmen ,https://boardgamegeek.com/boardgame/283387/rocketmen,2484,2021,1651,6.82239,6.07531,1.47149,2.5507,69,4075,0,1,4,3,3,39,30,90,"Deck, Bag, and Pool Building
Hand Management
Hidden Roles
Open Drafting
Push Your Luck
Race
",Strategy ,1179,6.18187,,,,Unknown
TurfMaster ,https://boardgamegeek.com/boardgame/384/turfmaster,2485,1998,1029,7.25554,6.07625,1.53166,1.9588,97,2840,0,3,8,6,8,37,75,75,"Dice Rolling
Hand Management
Roll / Spin and Move
",Thematic,448,6.35982,Family ,713,6.21444,Unknown
Harvest Dice ,https://boardgamegeek.com/boardgame/231280/harvest-dice,2486,2017,2174,6.64271,6.07571,1.15872,1.325,40,11128,2,2,4,3,4,33,15,30,"Dice Rolling
Increase Value of Unchosen Resources
Open Drafting
Paper-and-Pencil
Pattern Building
Set Collection
",Family ,769,6.17577,,,,$14.99 
Basari ,https://boardgamegeek.com/boardgame/14/basari,2487,1998,1701,6.75207,6.0741,1.22383,1.8525,183,3355,2,3,4,4,4,43,25,25,"Roll / Spin and Move
Set Collection
Simultaneous Action Selection
",Strategy ,1190,6.17757,Family ,742,6.19279,Unknown
Unlock!: Escape Adventures – The Island of Doctor Goorse ,https://boardgamegeek.com/boardgame/216094/unlock-escape-adventures-island-doctor-goorse,2488,2017,1945,6.67154,6.07533,1.6514,2.96,25,2334,0,2,6,4,4,31,60,60,"Cooperative Game
Elapsed Real Time Ending
Storytelling
",Thematic,486,6.30893,,,,$24.99 
Zulus on the Ramparts!: The Battle of Rorke's Drift – Second Edition ,https://boardgamegeek.com/boardgame/41627/zulus-ramparts-battle-rorkes-drift-second-edition,2489,2009,954,7.3739,6.07544,1.20806,2.1236,89,3963,3,1,1,1,1,23,25,25,"Action Points
Campaign / Battle Card Driven
Chit-Pull System
Dice Rolling
Point to Point Movement
Solo / Solitaire Game
",War ,215,6.89146,,,,Unknown
Wiz-War ,https://boardgamegeek.com/boardgame/589/wiz-war,2490,1983,1643,6.86597,6.07531,1.60888,1.9822,169,2669,0,3,4,4,4,36,60,60,"Modular Board
Player Elimination
",Thematic,520,6.25942,,,,Unknown
Legendary Encounters: The X-Files Deck Building Game ,https://boardgamegeek.com/boardgame/256874/legendary-encounters-x-files-deck-building-game,2491,2018,779,7.67611,6.07498,1.46881,2.7273,22,2924,0,1,4,3,3,20,45,60,"Cooperative Game
Deck, Bag, and Pool Building
Open Drafting
Solo / Solitaire Game
",Thematic,414,6.41857,,,,$54.50 
The River ,https://boardgamegeek.com/boardgame/257759/river,2492,2018,2332,6.60399,6.07497,1.19514,1.9661,59,6870,0,2,4,4,4,28,30,45,"Contracts
Tile Placement
Worker Placement
",Family ,767,6.17631,,,,$43.59 
Lift Off ,https://boardgamegeek.com/boardgame/260757/lift,2493,2018,1156,7.10491,6.07471,1.1936,2.8205,39,2775,1,2,4,3,3,32,60,120,"Open Drafting
Set Collection
",Strategy ,1147,6.20488,,,,$24.99 
Waggle Dance ,https://boardgamegeek.com/boardgame/158572/waggle-dance,2494,2014,1315,6.96334,6.07445,1.20415,2.3016,63,3504,1,2,4,4,4,28,30,90,"Area Majority / Influence
Dice Rolling
Set Collection
Worker Placement
Worker Placement with Dice Workers
",Strategy ,1170,6.18932,,,,Unknown
Onward to Venus ,https://boardgamegeek.com/boardgame/158109/onward-venus,2495,2014,1460,6.87585,6.07443,1.2983,2.5952,84,2616,0,3,5,4,4,33,90,120,"Area Majority / Influence
Dice Rolling
Events
Hand Management
Income
Point to Point Movement
",Strategy ,1167,6.19146,,,,Unknown
Boomtown ,https://boardgamegeek.com/boardgame/10997/boomtown,2496,2004,2666,6.52367,6.07442,1.2219,1.6961,283,6476,3,3,5,4,5,49,30,30,"Auction/Bidding
Dice Rolling
Set Collection
Take That
Turn Order: Auction
",Family ,793,6.16088,,,,Unknown
Fiesta de los Muertos ,https://boardgamegeek.com/boardgame/285253/fiesta-de-los-muertos,2497,2019,1235,7.05786,6.07507,1.24317,1.0741,27,11621,2,4,8,6,8,13,15,15,"Communication Limits
Cooperative Game
",Party ,109,6.49474,,,,Unknown
