Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,GameCategory_1,RankCategory_1,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_2,RankCategory_2,GameCategory_3,RankCategory_3
Newton ,2018,6533,7.56415,7.07333,1.2106,3.3887,247,22217,Strategy Games,1,1,4,3,3.0,147,,,,
Furnace ,2020,9149,7.42946,7.07228,1.12121,2.269,197,27004,Strategy Games,1,2,4,3,4.0,135,,,,
Love Letter ,2019,8022,7.5218,7.07036,1.30184,1.1386,166,31485,Family Games,1,3,6,4,4.0,146,Party Games,1,,
Notre Dame ,2007,13186,7.3193,7.07026,1.2055,2.742,1151,42458,Strategy Games,1,2,5,3,4.0,261,,,,
Carpe Diem ,2018,7238,7.52214,7.06968,1.17525,2.5084,238,30656,Strategy Games,1,2,4,3,3.0,143,,,,
Gùgōng ,2018,8492,7.45869,7.06832,1.21818,3.0813,369,21943,Strategy Games,1,1,5,3,3.0,227,,,,
Abyss ,2014,14096,7.32557,7.06657,1.26097,2.324,500,42928,Strategy Games,1,2,4,4,4.0,227,,,,
The Pillars of the Earth ,2006,17634,7.26879,7.06653,1.1883,2.815,1411,31088,Strategy Games,1,2,4,4,4.0,316,,,,
At the Gates of Loyang ,2009,10985,7.36407,7.06521,1.27512,3.1159,647,38116,Strategy Games,1,1,4,2,2.0,428,,,,
Hegemony: Lead Your Class to Victory ,2023,2402,8.51322,7.0632,1.34839,4.1038,260,4926,Strategy Games,1,2,4,4,4.0,131,,,,
So Clover! ,2021,5996,7.58463,7.06258,1.16469,1.0971,103,55434,Party Games,1,2,6,3,4.0,113,,,,
Twice as Clever! ,2019,8319,7.45604,7.06001,1.16375,2.3062,160,82908,Family Games,1,1,4,2,2.0,123,,,,
Pandemic: Fall of Rome ,2018,5778,7.63337,7.05898,1.14792,2.4296,135,16190,Strategy Games,1,1,5,3,3.0,98,,,,
Cloudspire ,2019,3135,8.19295,7.05745,1.61584,4.3566,272,15101,Strategy Games,1,1,4,1,2.0,164,,,,
Flamecraft ,2022,9498,7.49053,7.05743,1.339,2.1916,287,28557,Family Games,1,1,5,3,3.0,166,Strategy Games,1,,
Maria ,2009,3414,7.98353,7.05559,1.42521,3.5621,290,6332,Wargames,1,3,3,3,3.0,140,,,,
Saint Petersburg ,2004,15777,7.27565,7.05516,1.31714,2.4596,1423,80516,Strategy Games,1,2,4,4,4.0,303,,,,
Evolution: Climate ,2016,7726,7.51398,7.05453,1.30079,2.7546,163,15270,Strategy Games,1,2,6,4,4.0,119,,,,
The Godfather: Corleone's Empire ,2017,7376,7.52891,7.05438,1.3287,2.6264,182,14821,Strategy Games,1,2,5,4,4.0,149,,,,
Downforce ,2017,13011,7.31799,7.05403,1.21116,1.728,261,74030,Family Games,1,2,6,3,3.0,220,,,,
Die Macher ,1986,5693,7.59627,7.05283,1.5734,4.3153,777,7393,Strategy Games,1,4,5,5,5.0,135,,,,
Endeavor ,2009,9467,7.38384,7.05025,1.2261,2.9073,755,23564,Strategy Games,1,3,5,4,5.0,238,,,,
Sidereal Confluence ,2017,4444,7.78158,7.04962,1.62422,3.5325,169,8918,Strategy Games,1,4,9,6,6.0,113,,,,
Here I Stand ,2006,3856,7.88213,7.04623,1.76914,4.1822,516,6653,Wargames,1,3,3,6,6.0,181,,,,
Schotten Totten ,1999,10788,7.35095,7.04573,1.20086,1.7044,450,64888,Family Games,1,2,2,2,2.0,105,,,,
Ticket to Ride: Märklin ,2006,9103,7.41214,7.04377,1.24847,2.2427,853,16553,Family Games,1,2,5,4,4.0,102,Strategy Games,1,,
King of Tokyo ,2011,68158,7.14206,7.04278,1.3252,1.4876,2744,344452,Family Games,1,3,6,4,5.0,979,,,,
Smartphone Inc. ,2018,5690,7.5905,7.04186,1.2179,2.75,148,13989,Strategy Games,1,3,5,5,5.0,108,,,,
Bruxelles 1893 ,2013,5388,7.61827,7.04075,1.24583,3.591,335,13343,Strategy Games,1,2,5,4,4.0,124,,,,
In the Year of the Dragon ,2007,11839,7.30685,7.04031,1.35392,3.0905,961,31630,Strategy Games,1,2,5,4,5.0,273,,,,
Tiny Towns ,2019,17953,7.24485,7.03866,1.18924,2.0659,334,82339,Family Games,1,1,5,3,3.0,254,,,,
Azul: Stained Glass of Sintra ,2018,12721,7.3255,7.03855,1.1881,2,252,47681,Abstract Games,1,2,4,3,3.0,124,Family Games,1,,
London (Second Edition) ,2017,6563,7.52177,7.03801,1.17521,2.7278,180,19097,Strategy Games,1,2,4,3,3.0,123,,,,
San Juan (Second Edition) ,2014,7131,7.46183,7.03406,1.13181,2.0824,182,22702,Strategy Games,1,2,4,3,3.0,97,,,,
Project L ,2020,7478,7.48544,7.03375,1.12807,1.5602,166,41271,Abstract Games,1,1,4,2,3.0,100,Family Games,1,,
Arkham Horror ,2005,38945,7.24036,7.03274,1.70571,3.5823,3852,79331,Thematic Games,1,1,6,4,4.0,1091,,,,
Summoner Wars (Second Edition) ,2021,2961,8.17432,7.03237,1.35906,2.5949,79,12265,Customizable Games,1,2,2,2,2.0,38,Strategy Games,1,,
